Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2016-02-18,19.622376497506764,19.6912957321038,17.741857905323513,17.978153228759766,6930400,0.0,0,,,,,,,,,,28.01086807250977
2016-02-19,17.485866941654745,17.55478616090465,16.65883255484008,17.19049644470215,8084300,0.0,0,-0.04381188512719969,0.9561881148728003,,,,,,,,28.532684326171875
2016-02-22,17.751703232485614,18.56889190511438,17.62370876253548,18.411361694335938,6246100,0.0,0,0.0710197784898785,1.024096382985721,,,,,,,,29.290802001953125
2016-02-23,18.15537795707702,18.549203556143084,17.348035009514447,17.791088104248047,8137000,0.0,0,-0.0336897183590017,0.9895948642704597,,,,,,,,29.89138412475586
2016-02-24,17.20034530869149,17.860003758723373,16.816365661536942,17.643400192260742,10383200,0.0,0,-0.008301229869804305,0.9813800098241728,,,,,,,,29.90123176574707
2016-02-25,18.37197787106924,20.52817517430321,17.93876886029391,20.144193649291992,14236900,0.0,0,0.14174101532471162,1.1204818088360267,,,,,,,,28.72959899902344
2016-02-26,21.069685864734783,22.42838630943056,20.784163055747477,22.19209098815918,14193000,0.0,0,0.1016619168044568,1.234392137266822,,,,,,,,29.034812927246094
2016-02-29,22.684373749046067,23.452333086297894,21.82780155221712,22.82221221923828,11753600,0.0,0,0.028393954919133435,1.269441411964909,,,,,,,,29.989843368530277
2016-03-01,23.028967003026143,23.186497199806457,21.532430133613182,22.62529563903809,10173000,0.0,0,-0.008628286263774099,1.258488308067386,,,,20.055582820568986,,,,30.048917770385746
2016-03-02,22.49730309236413,24.53535165945857,22.26100779683661,24.47627830505371,9576200,0.0,0,0.08181031954437334,1.3614456386932368,,,,20.597092107149326,,,,31.7522087097168
2016-03-03,24.1809099430602,25.569146102319117,23.99384399103825,25.244239807128903,9591500,0.0,0,0.03137574644739294,1.4041620118547846,,,,21.19275588192803,,,,31.8998966217041
2016-03-04,25.726674989302687,28.12901340222071,24.840567127837858,25.598682403564453,13138100,0.0,0,0.014040533568987046,1.423877195718528,,,,22.472689531878828,,,,33.229061126708984
2016-03-07,25.844825121084423,26.74077890838269,25.057174059033727,25.362388610839844,9931400,0.0,0,-0.00923070136968096,1.4107338105377516,,,,22.472689531878828,,,,33.01245880126953
2016-03-08,25.155628713074268,25.155628713074268,22.96989563528141,24.20060157775879,10776900,0.0,0,-0.04580747700492649,1.3461116539514713,,,,23.03389113125731,,,,33.30782699584961
2016-03-09,24.85041396663936,26.012200667522517,24.318749980248555,25.13593864440918,6948300,0.0,0,0.0386493312426579,1.3981379691546438,,,,24.456588228984096,,,,33.189674377441406
2016-03-10,24.95871407739108,25.657754072574505,23.974149434321674,25.45099639892578,8920900,0.0,0,0.012534155138331338,1.4156624473648196,,,,24.83072176791695,,,,34.62713623046875
2016-03-11,26.08112231482661,27.90256763942018,26.061430567382526,26.937694549560547,11430900,0.0,0,0.05841414329450445,1.498357156421837,,,,24.83072176791695,,,,36.11383056640625
2016-03-14,26.23864987856305,27.42997418743986,25.706985896829984,27.124757766723636,6707900,0.0,0,0.006944292015002462,1.508762186058799,,,,25.195010599528658,,,,37.4134635925293
2016-03-15,26.514328914781387,27.04599290120007,25.8546704597322,26.977073669433597,5292800,0.0,0,-0.005444623637200441,1.500547543797669,,,,25.549454518751062,,,,36.271366119384766
2016-03-16,27.410281628746905,29.03481302182722,27.34136239963261,28.896974563598636,7793200,0.0,0,0.07116787082582587,1.6073383175626719,23.110195922851563,30.35033546040459,15.870056385298536,26.002354328554315,,,,37.836822509765625
2016-03-17,29.14311641558716,30.75780197362981,29.14311641558716,30.16706275939941,9231600,0.0,0,0.04395228964213782,1.677984516849093,23.719641399383544,31.180293564939056,16.258989233828032,26.86384880445561,,,,37.078704833984375
2016-03-18,30.551044464111328,31.407614733643417,28.81821030170165,30.551044464111328,9342300,0.0,0,0.0127285081671491,1.6993427564761565,24.387668800354003,31.78180535638013,16.993532244327877,27.188755184462416,,,,38.57524490356445
2016-03-21,30.226139619778863,31.40761623382668,29.605862754234007,30.580581665039062,7480000,0.0,0,0.0009668147667563076,1.700985706146898,24.99612979888916,32.32477907572006,17.667480522058263,27.690882834074177,,,,38.7327766418457
