Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2016-02-18,47.44040394958236,47.56330467190426,46.49814945057432,47.48956298828125,809400,0.41,0,,,,,,,,,,52.43844223022461
2016-02-19,47.1372360836185,47.19459037200235,45.5886640461059,46.006534576416016,767600,0.0,0,-0.031228512509815953,0.968771487490184,,,,,,,,53.10211181640625
2016-02-22,46.60465665968432,47.98935786000235,46.60465665968432,47.94839096069336,714200,0.0,0,0.042208273284569,1.009661659184468,,,,,,,,52.8071403503418
2016-02-23,47.41581905873702,47.56330241899729,46.01473026183905,46.39982604980469,722600,0.0,0,-0.03229649378971111,0.9770531276789075,,,,,,,,53.07753753662109
2016-02-24,45.55589070163159,46.30149959956174,44.46615606261417,46.20317840576172,752800,0.0,0,-0.004238111665157751,0.9729122674210127,,,,,,,,52.60230255126953
2016-02-25,46.36704538790229,46.94059136880463,44.91679461319925,46.072078704833984,794100,0.0,0,-0.002837460656416324,0.9701516671400607,,,,,,,,52.1270866394043
2016-02-26,46.40802164419909,47.80911054566315,46.14582967874061,47.26014709472656,667500,0.0,0,0.025787167049788895,0.9951691302442327,,,,,,,,51.20122528076172
2016-02-29,47.31749421338953,47.46497756228241,46.46536889213611,46.47356414794922,563500,0.0,0,-0.016643683846365165,0.9786058498667854,,,,,,,,50.611289978027344
2016-03-01,46.89963219161434,48.2187841016722,46.53911590824168,47.92382049560547,680500,0.0,0,0.03120604959497708,1.009144272551663,,,,46.34247008214318,,,,49.5543212890625
2016-03-02,47.77632810825114,48.78412883400792,47.55510310129369,47.94839096069336,1026600,0.0,0,0.0005126983790899597,1.0096616591844683,,,,46.625142448311045,,,,50.75877380371094
2016-03-03,47.653430308155386,49.39045268812415,47.653430308155386,49.283939361572266,884600,0.0,0,0.027853873177386745,1.0377846469914622,,,,46.92830437536916,,,,50.955413818359375
2016-03-04,49.48877712666484,50.91444540986957,48.76774772880096,50.42283630371094,1148000,0.0,0,0.02310888611770956,1.0617666942134953,,,,47.690300736241866,,,,51.28314971923828
2016-03-07,50.234389111011495,51.676444869260784,50.09509787622667,51.47160720825195,1203700,0.0,0,0.02079952222885617,1.083850934171648,,,,48.071300465937476,,,,53.67565155029297
2016-03-08,50.96360192906858,51.512565265989934,48.89883828573661,48.97257995605469,850200,0.0,0,-0.048551568286692603,1.0312282715286176,,,,48.29661974123002,,,,54.04435729980469
2016-03-09,49.283943759700186,49.97219844345892,48.73497718874305,49.85748672485352,684900,0.0,0,0.018069433335815788,1.0498619820350126,,,,48.911137274000694,,,,54.25740432739258
2016-03-10,50.242572611022304,50.41463546657311,48.21058373795928,48.97257995605469,772800,0.0,0,-0.017748723951576895,1.0312282715286178,,,,49.070906880698445,,,,54.60152816772461
2016-03-11,49.669036526391615,50.84070822949303,49.52155315638062,50.30813217163086,698200,0.0,0,0.027271428558075295,1.059351339662678,,,,49.10778038875124,,,,55.37171173095703
